## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectWgsMetrics INPUT=out___/s_RA17_22_35_1.bam OUTPUT=out___/s_RA17_22_35_1___WGS.txt REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jan 24 01:01:25 EST 2018

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X
2900434419	91.759998	23.117046	93	10	0.039705	0	0.000497	0.02128	0.040158	0.014719	0.116359	0.979994	0.977897	0.976229	0.974736	0.973282	0.971776	0.96819	0.962865	0.951889	0.91735	0.813725	0.601022	0.338274

## HISTOGRAM	java.lang.Integer
coverage	count
0	49122146
1	3381703
2	2206292
3	1779933
4	1536712
5	1384165
6	1274826
7	1201171
8	1137169
9	1085005
10	1033431
11	994079
12	960904
13	935560
14	912710
15	892889
16	874919
17	862681
18	852339
19	848743
20	844579
21	840965
22	842088
23	841212
24	848056
25	851700
26	858660
27	870846
28	885703
29	899701
30	920747
31	940498
32	959607
33	983415
34	1010742
35	1041673
36	1078681
37	1116315
38	1151528
39	1199537
40	1246951
41	1298500
42	1351562
43	1411540
44	1478233
45	1549371
46	1630941
47	1720771
48	1819108
49	1937504
50	2071181
51	2221354
52	2405262
53	2611330
54	2858510
55	3144085
56	3483038
57	3869101
58	4323312
59	4846497
60	5447475
61	6141479
62	6941745
63	7852386
64	8878502
65	10045596
66	11354323
67	12818952
68	14454620
69	16243293
70	18214735
71	20378997
72	22730808
73	25258266
74	27962389
75	30843522
76	33899837
77	37079838
78	40395996
79	43794815
80	47232958
81	50734654
82	54181405
83	57572381
84	60860546
85	63967108
86	66891380
87	69570746
88	71941645
89	73978119
90	75646457
91	76910310
92	77744324
93	78161870
94	78129316
95	77658780
96	76761800
97	75458351
98	73805387
99	71805102
100	69479278
101	66903129
102	64111618
103	61137255
104	58028703
105	54807043
106	51572049
107	48280369
108	45054416
109	41870342
110	38766742
111	35775240
112	32885458
113	30136541
114	27543735
115	25094998
116	22794459
117	20651603
118	18674618
119	16848767
120	15166113
121	13630034
122	12222246
123	10929330
124	9772457
125	8712996
126	7756252
127	6886457
128	6120301
129	5429209
130	4814187
131	4264426
132	3769120
133	3331573
134	2939832
135	2597016
136	2290295
137	2023281
138	1783303
139	1574202
140	1385949
141	1227799
142	1084419
143	961723
144	852302
145	757675
146	676170
147	605924
148	542567
149	488720
150	442418
151	401034
152	366843
153	335587
154	309459
155	285815
156	264772
157	246420
158	229849
159	216486
160	204936
161	193245
162	183835
163	176181
164	169239
165	163725
166	157613
167	153530
168	149455
169	145290
170	141716
171	138555
172	136436
173	134017
174	130937
175	128957
176	126930
177	125367
178	124100
179	122145
180	120131
181	119109
182	118140
183	115791
184	114693
185	113506
186	111586
187	110794
188	109106
189	108045
190	106352
191	104376
192	102900
193	101008
194	100081
195	97907
196	97223
197	95359
198	93937
199	92523
200	90650
201	89326
202	87260
203	86453
204	85180
205	83536
206	82877
207	80969
208	79954
209	78356
210	77786
211	76246
212	74288
213	73345
214	72454
215	70852
216	69865
217	68651
218	67649
219	66619
220	65232
221	64185
222	63204
223	62110
224	61093
225	59696
226	59236
227	57846
228	56489
229	56039
230	54195
231	52952
232	52361
233	51590
234	50422
235	49056
236	48514
237	47850
238	46712
239	46356
240	46261
241	45225
242	44538
243	44242
244	43228
245	42548
246	41819
247	40926
248	40588
249	40418
250	4795478

